THW;Dienstfahrzeuge der Bundesanstalt Technisches Hilfswerk;false;true
Y;Dienstfahrzeuge der Bundeswehr;false;true
X;Dienstfahrzeuge der auf Grund des Nordatlantikvertrages errichteten internationalen militärischen Hauptquartiere, die ihren regelmäßigen Standort in der Bundesrepublik Deutschland haben;false;true
B;Berlin Senat und Abgeordnetenhaus;false;true
BBL;Brandenburg Landesregierung, Landtag und Polizei;false;true
BWL;Baden-Württemberg Landesregierung, Landtag und Polizei;false;true
BYL;Bayern Landesregierung und Landtag;false;true
HB;Freie Hansestadt Bremen Senat und Bürgerschaft;false;true
HEL;Hessen Landesregierung und Landtag;false;true
HH;Freie und Hansestadt Hamburg Senat und Bürgerschaft;false;true
LSA;Sachsen-Anhalt Landesregierung, Landtag und Polizei;false;true
LSN;Sachsen Landesregierung und Landtag;false;true
MVL;Mecklenburg-Vorpommern Landesregierung (einschließlich Landespolizei) und Landtag;false;true
NL;Niedersachsen Landesregierung und Landtag;false;true
NRW;Nordrhein-Westfalen Landesregierung, Landtag und Polizei;false;true
RPL;Rheinland-Pfalz Landesregierung, Landtag und Polizei;false;true
SAL;Saarland Landesregierung, Landtag und Polizei;false;true
SH;Schleswig-Holstein Landesregierung, Landtag und Polizei;false;true
THL;Thüringen Landesregierung und Landtag;false;true
